29,15
28,95
28,78
36,04
35,25
34,60
39,28
39,28
37,68
40,890
40,700
39,445
45,21
42,32
42,28
44,685
44,19
42,13
46,155
44,95
44,83
47,32
47,23
47,10
49,49
48,47
47,85
50,48
49,36
49,23
52,78
51,78
50,77
55,03
53,78
53,28
56,36
54,81
54,40
59,18
58,02
57,16
61,00
60,52
59,49
64,78
63,08
62,92
64,40
63,50
63,40
67,50
66,22
65,70
66,64
66,38
66,32
66,60
66,30
65,46
68,82
67,48
67,38
65,12
64,94
64,12
69,40
66,60
65,80
69,30
68,50
68,15
69,89
67,04
66,66
68,82
67,82
67,79
